"","name","circuit","jcs"
"582","Smith, J. Joseph",2,0.280000001192093
"583","Smith, Jerry",5,0.550999999046326
"584","Smith, Lavenski R.",8,0.418999999761581
"585","Smith, Milan Dale",9,0.693000018596649
"586","Smith, N. Randy",9,0.499000012874603
"587","Smith, William F.",3,-0.34400001168251
"588","Sneed, Joseph T.",9,0.551999986171722
"589","Sneeden, Emory",4,0.391000002622604
"590","Sobeloff, Simon",4,0.272000014781952
"591","Soper, Morris A.",4,0.472000002861023
"592","Sotomayor, Sonia",2,-0.300999999046326
"593","Souter, David H.",1,0.444999992847443
"594","Southwick, Leslie",5,0.350999981164932
"595","Sparks, William M.",7,0.484499990940094
"596","Sprecher, Robert A.",7,0.0989999994635582
"597","Sprouse, James M.",4,-0.277999997138977
"598","Srinivasan, Srikanth",12,-0.358000010251999
"599","St. Eve, Amy",7,0.402999997138977
"600","Stahl, David",3,-0.575999975204468
"601","Stahl, Norman H.",1,0.462000012397766
"602","Staley, Austin",3,-0.446000009775162
"603","Stapleton, Walter K.",3,0.272000014781952
"604","Stark, Leonard",12,-0.319999992847443
"605","Starr, Kenneth W.",12,0.691999971866608
"606","Stephens, Albert Lee, Sr.",9,-0.179000005125999
"607","Stephens, Harold M.",12,-0.374000012874603
"608","Stephenson, Roy L.",8,0.32600000500679
"609","Stevens, John Paul",7,0.220333337783813
"610","Stewart, Carl Edmond",5,-0.157499998807907
"611","Stewart, Potter",6,0.445999979972839
"612","Stoll, Kara",13,-0.358000010251999
"613","Stranch, Jane",6,-0.358000010251999
"614","Stras, David",8,0.402999997138977
"615","Straub, Chester",2,-0.300999999046326
"616","Strum, Louie",5,-0.206499993801117
"617","Suhrheinrich, Richard F.",6,0.556999981403351
"618","Sullivan, Richard",2,0.402999997138977
"619","Sung, Jennifer",9,-0.387499988079071
"620","Sutton, Jeffrey",6,0.263999998569489
"621","Swaim, H. Nathan",7,-0.44650000333786
"622","Swan, Thomas W.",2,0.404500007629395
"623","Swygert, Luther",7,-0.5799999833107
"624","Sykes, Diane",7,0.693000018596649
"625","Tacha, Deanell R.",10,0.261000007390976
"626","Tallman, Richard C.",9,-0.351999998092651
"627","Tamm, Edward",12,-0.337000012397766
"628","Tang, Thomas",9,-0.216000005602837
"629","Taranto, Richard",13,-0.358000010251999
"630","Tashima, Atsushi Wallace",9,-0.358999997377396
"631","Tate, Albert, Jr.",5,-0.186000004410744
"632","Tatel, David Stephen",12,-0.402500003576279
"633","Thacker, Stephanie",4,-0.191500008106232
"634","Thapar, Amul",6,0.647499978542328
"635","Thomas, Clarence",12,0.556999981403351
"636","Thomas, Holly",9,-0.454666674137115
"637","Thomas, Seth",8,-0.109500005841255
"638","Thomas, Sidney",9,-0.211999997496605
"639","Thompson, David R.",9,0.351999998092651
"640","Thompson, Ojetta",1,-0.361000001430511
"641","Thornberry, William Homer",5,-0.416000008583069
"642","Timbers, William H.",2,0.0719999969005585
"643","Tinder, John",7,0.303999990224838
"644","Tjoflat, Gerald B.",5,0.505999982357025
"645","Tjoflat, Gerald B.",11,0.505999982357025
"646","Tone, Philip W.",7,0.0989999994635582
"647","Torruella del Valle, Juan R.",1,0.691999971866608
"648","Trask, Ozell M.",9,0.576499998569489
"649","Traxler, William Byrd",4,-0.293000012636185
"650","Trott, Stephen S.",9,0.58950001001358
"651","Tuttle, Elbert P.",5,0.28099998831749
"652","Tymkovich, Timothy",10,0.401000022888184
"653","Van Antwerpen, Franklin",3,0.203000009059906
"654","Van Dusen, Francis",3,-0.575999975204468
"655","Van Graafeiland, Ellsworth A.",2,-0.123999997973442
"656","Van Osterhout, Martin D.",8,0.372000008821487
"657","VanDyke, Lawrence",9,0.402999997138977
"658","Vanaskie, Thomas",3,-0.31700000166893
"659","Vance, Robert S.",5,-0.0199999958276749
"660","Vance, Robert S.",11,-0.0199999958276749
"661","Vinson, Frederic Moore",12,-0.368000000715256
"662","Vogel, Charles J.",8,0.0975000038743019
"663","Wald, Patricia M.",12,-0.504000008106232
"664","Walker, John M., Jr.",2,0.181999996304512
"665","Walker, Justin",12,0.402999997138977
"666","Wallace, J. Clifford",9,0.551999986171722
"667","Wallach, Evan",13,-0.358000010251999
"668","Waller, Curtis",5,-0.286499977111816
"669","Wardlaw, Kim",9,-0.358999997377396
"670","Washington, George T.",12,-0.374000012874603
"671","Waterman, Sterry",2,0.118499994277954
"672","Watford, Paul",9,-0.358999997377396
"673","Webster, William H.",8,0.551999986171722
"674","Weick, Paul",6,0.28099998831749
"675","Weis, Joseph F.",3,0.0954999998211861
"676","Wellford, Harry W.",6,0.282999992370605
"677","Wesley, Richard",2,0.693000018596649
"678","White, Helene",6,0.693000018596649
"679","Whittaker, Charles Evans",8,0.28099998831749
"680","Widener, Hiram Emory, Jr.",4,0.551999986171722
"681","Wiener, Jacques L., Jr.",5,0.556999981403351
"682","Wiggins, Charles E.",9,0.351999998092651
"683","Wilkey, Malcolm R.",12,0.551999986171722
"684","Wilkins, Robert",12,-0.358000010251999
"685","Wilkins, William W.",4,0.391000002622604
"686","Wilkinson, J. Harvie, III",4,0.262499988079071
"687","Willett, Don",5,0.630500018596649
"688","Williams, Ann",7,-0.34799998998642
"689","Williams, Jerre S.",5,-0.163000002503395
"690","Williams, Karen J.",4,0.391000002622604
"691","Williams, Stephen F.",12,0.691999971866608
"692","Wilson, Charles",11,-0.231000006198883
"693","Wilson, Cory",5,0.413500010967255
"694","Winter, Harrison",4,-0.305500000715256
"695","Winter, Ralph K.",2,0.0719999969005585
"696","Wisdom, John",5,0.28099998831749
"697","Wollman, Roger L.",8,0.226999998092651
"698","Wood, Diane P.",7,-0.36599999666214
"699","Wood, Harlington, Jr.",7,0.0989999994635582
"700","Woodbury, Peter",1,-0.368000000715256
"701","Woodrough, Joseph W.",8,-0.305999994277954
"702","Wright, Eugene A.",9,0.551999986171722
"703","Wright, James Skelly",12,-0.472000002861023
"704","Wynn, James",4,-0.202000007033348
"705","de Alba, Ana",9,-0.391333341598511
