"","first_last_court","first.name","last.name","first_last_court_eval.year","eval.year","court","pap","gender","asian","black","hispanic","white","judjis_score"
"1599","Michael Kanne (7)","Michael","Kanne","Michael Kanne (7) 2012",2012,"Seventh Circuit",1,1,0,0,0,1,0.0952380952380952
"1607","Michael Kanne (7)","Michael","Kanne","Michael Kanne (7) 2014",2014,"Seventh Circuit",1,1,0,0,0,1,0.0555555555555555
"1614","Michael Kanne (7)","Michael","Kanne","Michael Kanne (7) 2017",2017,"Seventh Circuit",1,1,0,0,0,1,0.19047619047619
"802","Robert Katzmann (2)","Robert","Katzmann","Robert Katzmann (2) 2004",2004,"Second Circuit",0,1,0,0,0,1,0
"808","Robert Katzmann (2)","Robert","Katzmann","Robert Katzmann (2) 2007",2007,"Second Circuit",0,1,0,0,0,1,-0.349206349238095
"816","Robert Katzmann (2)","Robert","Katzmann","Robert Katzmann (2) 2012",2012,"Second Circuit",0,1,0,0,0,1,-0.0714285714285714
"823","Robert Katzmann (2)","Robert","Katzmann","Robert Katzmann (2) 2015",2015,"Second Circuit",0,1,0,0,0,1,0
"790","Irving Kaufman (2)","Irving","Kaufman","Irving Kaufman (2) 1990",1990,"Second Circuit",0,1,0,0,0,1,-0.666666666666667
"791","Irving Kaufman (2)","Irving","Kaufman","Irving Kaufman (2) 1992",1992,"Second Circuit",0,1,0,0,0,1,-0.666666666666667
"951","Brett Kavanaugh (DC)","Brett","Kavanaugh","Brett Kavanaugh (DC) 2009",2009,"D.C. Circuit",1,1,0,0,0,1,0.259259259277778
"954","Brett Kavanaugh (DC)","Brett","Kavanaugh","Brett Kavanaugh (DC) 2013",2013,"D.C. Circuit",1,1,0,0,0,1,0.333333333333333
"960","Brett Kavanaugh (DC)","Brett","Kavanaugh","Brett Kavanaugh (DC) 2016",2016,"D.C. Circuit",1,1,0,0,0,1,0.277777777777778
"673","William Kayatta, Jr. (1)","William","Kayatta, Jr.","William Kayatta, Jr. (1) 2016",2016,"First Circuit",0,1,0,0,0,1,-0.333333333333333
"27","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 1990",1990,"Second Circuit",0,0,0,1,0,0,-0.333333333333333
"28","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 1992",1992,"Second Circuit",0,0,0,1,0,0,0.666666666666667
"29","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 1996",1996,"Second Circuit",0,0,0,1,0,0,-0.380952380952381
"30","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 2000",2000,"Second Circuit",0,0,0,1,0,0,-0.012345679
"31","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 2004",2004,"Second Circuit",0,0,0,1,0,0,-0.257575757575758
"32","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 2007",2007,"Second Circuit",0,0,0,1,0,0,0.10952380952381
"33","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 2012",2012,"Second Circuit",0,0,0,1,0,0,0.111111111111111
"34","Amalya Kearse (2)","Amalya","Kearse","Amalya Kearse (2) 2015",2015,"Second Circuit",0,0,0,1,0,0,0.0952380952380952
"293","Barbara Keenan (4)","Barbara","Keenan","Barbara Keenan (4) 2016",2016,"Fourth Circuit",0,0,0,0,0,1,-0.0555555555555556
"98","Damon Keith (6)","Damon","Keith","Damon Keith (6) 1990",1990,"Sixth Circuit",0,1,0,1,0,0,-0.555555555555556
"100","Damon Keith (6)","Damon","Keith","Damon Keith (6) 1995",1995,"Sixth Circuit",0,1,0,1,0,0,-0.460317460333333
"102","Damon Keith (6)","Damon","Keith","Damon Keith (6) 1999",1999,"Sixth Circuit",0,1,0,1,0,0,-0.666666666666667
"105","Damon Keith (6)","Damon","Keith","Damon Keith (6) 2002",2002,"Sixth Circuit",0,1,0,1,0,0,-0.619047619047619
"109","Damon Keith (6)","Damon","Keith","Damon Keith (6) 2006",2006,"Sixth Circuit",0,1,0,1,0,0,-0.2
"112","Damon Keith (6)","Damon","Keith","Damon Keith (6) 2010",2010,"Sixth Circuit",0,1,0,1,0,0,-0.19047619047619
"117","Damon Keith (6)","Damon","Keith","Damon Keith (6) 2017",2017,"Sixth Circuit",0,1,0,1,0,0,-0.488095238095238
"238","Jane Kelly (8)","Jane","Kelly","Jane Kelly (8) 2016",2016,"Eighth Circuit",0,0,0,0,0,1,-0.166666666666667
"1715","Paul Kelly, Jr. (10)","Paul","Kelly, Jr.","Paul Kelly, Jr. (10) 1998",1998,"Tenth Circuit",1,1,0,0,0,1,0.316666666666667
"1723","Paul Kelly, Jr. (10)","Paul","Kelly, Jr.","Paul Kelly, Jr. (10) 2001",2001,"Tenth Circuit",1,1,0,0,0,1,0
"1735","Paul Kelly, Jr. (10)","Paul","Kelly, Jr.","Paul Kelly, Jr. (10) 2005",2005,"Tenth Circuit",1,1,0,0,0,1,0
"1744","Paul Kelly, Jr. (10)","Paul","Kelly, Jr.","Paul Kelly, Jr. (10) 2009",2009,"Tenth Circuit",1,1,0,0,0,1,0.2
"1759","Paul Kelly, Jr. (10)","Paul","Kelly, Jr.","Paul Kelly, Jr. (10) 2015",2015,"Tenth Circuit",1,1,0,0,0,1,0.0972222222083333
"477","Cornelia Kennedy (6)","Cornelia","Kennedy","Cornelia Kennedy (6) 1995",1995,"Sixth Circuit",1,0,0,0,0,1,0.6
"478","Cornelia Kennedy (6)","Cornelia","Kennedy","Cornelia Kennedy (6) 1998",1998,"Sixth Circuit",1,0,0,0,0,1,0.6
"480","Cornelia Kennedy (6)","Cornelia","Kennedy","Cornelia Kennedy (6) 1999",1999,"Sixth Circuit",1,0,0,0,0,1,0.5
"482","Cornelia Kennedy (6)","Cornelia","Kennedy","Cornelia Kennedy (6) 2002",2002,"Sixth Circuit",1,0,0,0,0,1,0.505555555541667
"483","Cornelia Kennedy (6)","Cornelia","Kennedy","Cornelia Kennedy (6) 2004",2004,"Sixth Circuit",1,0,0,0,0,1,0.505555555541667
"485","Cornelia Kennedy (6)","Cornelia","Kennedy","Cornelia Kennedy (6) 2006",2006,"Sixth Circuit",1,0,0,0,0,1,0.388888888888889
"1679","Raymond Kethledge (6)","Raymond","Kethledge","Raymond Kethledge (6) 2010",2010,"Sixth Circuit",1,1,0,0,0,1,0.19047619047619
"1688","Raymond Kethledge (6)","Raymond","Kethledge","Raymond Kethledge (6) 2013",2013,"Sixth Circuit",1,1,0,0,0,1,0.414814814814815
"1697","Raymond Kethledge (6)","Raymond","Kethledge","Raymond Kethledge (6) 2017",2017,"Sixth Circuit",1,1,0,0,0,1,0.444444444444444
"1364","John Kilkenny (9)","John","Kilkenny","John Kilkenny (9) 1990",1990,"Ninth Circuit",1,1,0,0,0,1,0.333333333333333
"275","Carolyn King (5)","Carolyn","King","Carolyn King (5) 1990",1990,"Fifth Circuit",0,0,0,0,0,1,-0.333333333333333
"276","Carolyn King (5)","Carolyn","King","Carolyn King (5) 1992",1992,"Fifth Circuit",0,0,0,0,0,1,-0.101851851833333
"277","Carolyn King (5)","Carolyn","King","Carolyn King (5) 1995",1995,"Fifth Circuit",0,0,0,0,0,1,-0.0238095238095238
"278","Carolyn King (5)","Carolyn","King","Carolyn King (5) 2000",2000,"Fifth Circuit",0,0,0,0,0,1,-0.314814814833333
"279","Carolyn King (5)","Carolyn","King","Carolyn King (5) 2004",2004,"Fifth Circuit",0,0,0,0,0,1,0.476190476190476
"280","Carolyn King (5)","Carolyn","King","Carolyn King (5) 2007",2007,"Fifth Circuit",0,0,0,0,0,1,0.115384615384615
"281","Carolyn King (5)","Carolyn","King","Carolyn King (5) 2012",2012,"Fifth Circuit",0,0,0,0,0,1,0.0458333333333333
"282","Carolyn King (5)","Carolyn","King","Carolyn King (5) 2014",2014,"Fifth Circuit",0,0,0,0,0,1,-0.166666666666667
"283","Carolyn King (5)","Carolyn","King","Carolyn King (5) 2017",2017,"Fifth Circuit",0,0,0,0,0,1,0.265432098777778
"692","Robert King (4)","Robert","King","Robert King (4) 2002",2002,"Fourth Circuit",0,1,0,0,0,1,-0.285714285714286
"695","Robert King (4)","Robert","King","Robert King (4) 2005",2005,"Fourth Circuit",0,1,0,0,0,1,-0.45
"697","Robert King (4)","Robert","King","Robert King (4) 2009",2009,"Fourth Circuit",0,1,0,0,0,1,0.3
"698","Robert King (4)","Robert","King","Robert King (4) 2013",2013,"Fourth Circuit",0,1,0,0,0,1,0.296296296277778
"699","Robert King (4)","Robert","King","Robert King (4) 2016",2016,"Fourth Circuit",0,1,0,0,0,1,-0.0625
"1371","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 1994",1994,"Ninth Circuit",1,1,0,0,0,1,0.291666666666667
"1387","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 1998",1998,"Ninth Circuit",1,1,0,0,0,1,0.380952380952381
"1402","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 2001",2001,"Ninth Circuit",1,1,0,0,0,1,0.333333333333333
"1419","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 2005",2005,"Ninth Circuit",1,1,0,0,0,1,0.714285714285714
"1431","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 2009",2009,"Ninth Circuit",1,1,0,0,0,1,0.285714285714286
"1447","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 2014",2014,"Ninth Circuit",1,1,0,0,0,1,0.444444444444444
"1456","Andrew Kleinfeld (9)","Andrew","Kleinfeld","Andrew Kleinfeld (9) 2018",2018,"Ninth Circuit",1,1,0,0,0,1,0.3777777778
"1357","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 1990",1990,"Ninth Circuit",1,1,0,0,0,1,0.291666666666667
"1369","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 1994",1994,"Ninth Circuit",1,1,0,0,0,1,0.458333333333333
"1385","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 1998",1998,"Ninth Circuit",1,1,0,0,0,1,0.625
"1400","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 2001",2001,"Ninth Circuit",1,1,0,0,0,1,0.574074074074074
"1417","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 2005",2005,"Ninth Circuit",1,1,0,0,0,1,0.476190476190476
"1429","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 2009",2009,"Ninth Circuit",1,1,0,0,0,1,0.425925925888889
"1445","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 2014",2014,"Ninth Circuit",1,1,0,0,0,1,0.388888888888889
"1455","Alex Kozinski (9)","Alex","Kozinski","Alex Kozinski (9) 2018",2018,"Ninth Circuit",1,1,0,0,0,1,0.333333333333333
"389","Cheryl Krause (3)","Cheryl","Krause","Cheryl Krause (3) 2016",2016,"Third Circuit",0,0,0,0,0,1,0
"239","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 1990",1990,"Eleventh Circuit",0,0,0,0,0,1,-0.5
"240","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 1993",1993,"Eleventh Circuit",0,0,0,0,0,1,0
"241","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 1998",1998,"Eleventh Circuit",0,0,0,0,0,1,-0.425925925925926
"245","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 2001",2001,"Eleventh Circuit",0,0,0,0,0,1,-0.166666666666667
"252","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 2007",2007,"Eleventh Circuit",0,0,0,0,0,1,-0.274305555541667
"257","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 2012",2012,"Eleventh Circuit",0,0,0,0,0,1,-0.310416666666667
"262","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 2015",2015,"Eleventh Circuit",0,0,0,0,0,1,0
"267","Phyllis Kravitch (11)","Phyllis","Kravitch","Phyllis Kravitch (11) 2017",2017,"Eleventh Circuit",0,0,0,0,0,1,0
"1627","Robert Krupansky (6)","Robert","Krupansky","Robert Krupansky (6) 1991",1991,"Sixth Circuit",1,1,0,0,0,1,0.740740740777778
"1630","Robert Krupansky (6)","Robert","Krupansky","Robert Krupansky (6) 1993",1993,"Sixth Circuit",1,1,0,0,0,1,0.740740740777778
"1642","Robert Krupansky (6)","Robert","Krupansky","Robert Krupansky (6) 1995",1995,"Sixth Circuit",1,1,0,0,0,1,0.714285714285714
"1654","Robert Krupansky (6)","Robert","Krupansky","Robert Krupansky (6) 1999",1999,"Sixth Circuit",1,1,0,0,0,1,0.375
"1662","Robert Krupansky (6)","Robert","Krupansky","Robert Krupansky (6) 2002",2002,"Sixth Circuit",1,1,0,0,0,1,0.486111111083333
"534","Donald Lay (8)","Donald","Lay","Donald Lay (8) 1990",1990,"Eighth Circuit",0,1,0,0,0,1,0.222222222222222
"539","Donald Lay (8)","Donald","Lay","Donald Lay (8) 1992",1992,"Eighth Circuit",0,1,0,0,0,1,-0.3222222222
"542","Donald Lay (8)","Donald","Lay","Donald Lay (8) 1993",1993,"Eighth Circuit",0,1,0,0,0,1,-0.333333333333333
"547","Donald Lay (8)","Donald","Lay","Donald Lay (8) 1997",1997,"Eighth Circuit",0,1,0,0,0,1,-0.714285714285714
"552","Donald Lay (8)","Donald","Lay","Donald Lay (8) 2001",2001,"Eighth Circuit",0,1,0,0,0,1,-0.462962962962963
"558","Donald Lay (8)","Donald","Lay","Donald Lay (8) 2005",2005,"Eighth Circuit",0,1,0,0,0,1,-0.25
"1361","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 1990",1990,"Ninth Circuit",1,1,0,0,0,1,0
"1375","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 1994",1994,"Ninth Circuit",1,1,0,0,0,1,0.166666666666667
"1391","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 1998",1998,"Ninth Circuit",1,1,0,0,0,1,-0.166666666666667
"1404","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 2001",2001,"Ninth Circuit",1,1,0,0,0,1,0
"1415","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 2004",2004,"Ninth Circuit",1,1,0,0,0,1,0
"1421","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 2005",2005,"Ninth Circuit",1,1,0,0,0,1,0.366666666666667
"1434","Edward Leavy (9)","Edward","Leavy","Edward Leavy (9) 2009",2009,"Ninth Circuit",1,1,0,0,0,1,0.0625
"794","Pierre Leval (2)","Pierre","Leval","Pierre Leval (2) 1996",1996,"Second Circuit",0,1,0,0,0,1,-0.311111111133333
"797","Pierre Leval (2)","Pierre","Leval","Pierre Leval (2) 2000",2000,"Second Circuit",0,1,0,0,0,1,-0.0694444444444444
"801","Pierre Leval (2)","Pierre","Leval","Pierre Leval (2) 2004",2004,"Second Circuit",0,1,0,0,0,1,-0.348484848484848
"807","Pierre Leval (2)","Pierre","Leval","Pierre Leval (2) 2007",2007,"Second Circuit",0,1,0,0,0,1,0
"815","Pierre Leval (2)","Pierre","Leval","Pierre Leval (2) 2012",2012,"Second Circuit",0,1,0,0,0,1,0
"822","Pierre Leval (2)","Pierre","Leval","Pierre Leval (2) 2015",2015,"Second Circuit",0,1,0,0,0,1,0.145833333333333
"140","Timothy Lewis (3)","Timothy","Lewis","Timothy Lewis (3) 1997",1997,"Third Circuit",1,1,0,1,0,0,0.229166666666667
"599","Richard Linn (Fed)","Richard","Linn","Richard Linn (Fed) 2003",2003,"Federal Circuit",0,1,0,0,0,1,0.133333333333333
"604","Richard Linn (Fed)","Richard","Linn","Richard Linn (Fed) 2006",2006,"Federal Circuit",0,1,0,0,0,1,0.194444444444444
"607","Richard Linn (Fed)","Richard","Linn","Richard Linn (Fed) 2011",2011,"Federal Circuit",0,1,0,0,0,1,0
"610","Richard Linn (Fed)","Richard","Linn","Richard Linn (Fed) 2014",2014,"Federal Circuit",0,1,0,0,0,1,0
"615","Richard Linn (Fed)","Richard","Linn","Richard Linn (Fed) 2017",2017,"Federal Circuit",0,1,0,0,0,1,0
"664","Kermit Lipez (1)","Kermit","Lipez","Kermit Lipez (1) 2000",2000,"First Circuit",0,1,0,0,0,1,-0.5
"667","Kermit Lipez (1)","Kermit","Lipez","Kermit Lipez (1) 2003",2003,"First Circuit",0,1,0,0,0,1,-0.122222222222222
"668","Kermit Lipez (1)","Kermit","Lipez","Kermit Lipez (1) 2006",2006,"First Circuit",0,1,0,0,0,1,0.0481481481666667
"669","Kermit Lipez (1)","Kermit","Lipez","Kermit Lipez (1) 2010",2010,"First Circuit",0,1,0,0,0,1,-0.0328798185714286
"670","Kermit Lipez (1)","Kermit","Lipez","Kermit Lipez (1) 2012",2012,"First Circuit",0,1,0,0,0,1,-0.0208333333333333
"672","Kermit Lipez (1)","Kermit","Lipez","Kermit Lipez (1) 2016",2016,"First Circuit",0,1,0,0,0,1,-0.0972222222083333
"1624","Pierce Lively (6)","Pierce","Lively","Pierce Lively (6) 1990",1990,"Sixth Circuit",1,1,0,0,0,1,0.416666666666667
"1639","Pierce Lively (6)","Pierce","Lively","Pierce Lively (6) 1995",1995,"Sixth Circuit",1,1,0,0,0,1,0.142857142857143
"1644","Pierce Lively (6)","Pierce","Lively","Pierce Lively (6) 1998",1998,"Sixth Circuit",1,1,0,0,0,1,0.142857142857143
"460","Debra Livingston (2)","Debra","Livingston","Debra Livingston (2) 2012",2012,"Second Circuit",1,0,0,0,0,1,0
"462","Debra Livingston (2)","Debra","Livingston","Debra Livingston (2) 2015",2015,"Second Circuit",1,0,0,0,0,1,0.208333333333333
"877","James Logan (10)","James","Logan","James Logan (10) 1990",1990,"Tenth Circuit",0,1,0,0,0,1,-0.4
"881","James Logan (10)","James","Logan","James Logan (10) 1992",1992,"Tenth Circuit",0,1,0,0,0,1,-0.211111111133333
"885","James Logan (10)","James","Logan","James Logan (10) 1998",1998,"Tenth Circuit",0,1,0,0,0,1,-0.0666666666666667
"97","Raymond Lohier, Jr. (2)","Raymond","Lohier, Jr.","Raymond Lohier, Jr. (2) 2015",2015,"Second Circuit",0,1,0,1,0,0,0.0476190476190476
"981","James Loken (8)","James","Loken","James Loken (8) 1993",1993,"Eighth Circuit",1,1,0,0,0,1,0.666666666666667
"992","James Loken (8)","James","Loken","James Loken (8) 1997",1997,"Eighth Circuit",1,1,0,0,0,1,0.62962962962963
"1005","James Loken (8)","James","Loken","James Loken (8) 2001",2001,"Eighth Circuit",1,1,0,0,0,1,0.75
"1012","James Loken (8)","James","Loken","James Loken (8) 2004",2004,"Eighth Circuit",1,1,0,0,0,1,0.75
"1018","James Loken (8)","James","Loken","James Loken (8) 2005",2005,"Eighth Circuit",1,1,0,0,0,1,0.518518518518518
"1038","James Loken (8)","James","Loken","James Loken (8) 2012",2012,"Eighth Circuit",1,1,0,0,0,1,0.259259259259259
"1049","James Loken (8)","James","Loken","James Loken (8) 2016",2016,"Eighth Circuit",1,1,0,0,0,1,0.5
"1136","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 1995",1995,"Federal Circuit",1,1,0,0,0,1,0
"1143","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 1999",1999,"Federal Circuit",1,1,0,0,0,1,0.0833333333333333
"1150","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 2003",2003,"Federal Circuit",1,1,0,0,0,1,0.166666666666667
"1159","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 2006",2006,"Federal Circuit",1,1,0,0,0,1,0.611111111166667
"1165","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 2011",2011,"Federal Circuit",1,1,0,0,0,1,0.0833333333333333
"1171","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 2014",2014,"Federal Circuit",1,1,0,0,0,1,0
"1177","Alan Lourie (Fed)","Alan","Lourie","Alan Lourie (Fed) 2017",2017,"Federal Circuit",1,1,0,0,0,1,0.133333333333333
"186","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 1998",1998,"Tenth Circuit",0,1,0,0,1,0,-0.244444444466667
"187","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 2001",2001,"Tenth Circuit",0,1,0,0,1,0,-0.166666666666667
"188","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 2004",2004,"Tenth Circuit",0,1,0,0,1,0,-0.266666666666667
"189","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 2005",2005,"Tenth Circuit",0,1,0,0,1,0,-0.625
"190","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 2009",2009,"Tenth Circuit",0,1,0,0,1,0,-0.0952380952380952
"191","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 2013",2013,"Tenth Circuit",0,1,0,0,1,0,-0.222222222222222
"192","Carlos Lucero (10)","Carlos","Lucero","Carlos Lucero (10) 2015",2015,"Tenth Circuit",0,1,0,0,1,0,-0.194444444458333
"1467","J Lumbard (2)","J","Lumbard","J Lumbard (2) 1990",1990,"Second Circuit",1,1,0,0,0,1,0.666666666666667
"1475","J Lumbard (2)","J","Lumbard","J Lumbard (2) 1992",1992,"Second Circuit",1,1,0,0,0,1,0.333333333333333
"1486","J Lumbard (2)","J","Lumbard","J Lumbard (2) 1996",1996,"Second Circuit",1,1,0,0,0,1,0.333333333333333
"1322","J Luttig (4)","J","Luttig","J Luttig (4) 1999",1999,"Fourth Circuit",1,1,0,0,0,1,0.857142857142857
"1329","J Luttig (4)","J","Luttig","J Luttig (4) 2002",2002,"Fourth Circuit",1,1,0,0,0,1,0.494949494969697
"1337","J Luttig (4)","J","Luttig","J Luttig (4) 2005",2005,"Fourth Circuit",1,1,0,0,0,1,0.76969696969697
"813","Gerard Lynch (2)","Gerard","Lynch","Gerard Lynch (2) 2012",2012,"Second Circuit",0,1,0,0,0,1,0.0833333333333333
"820","Gerard Lynch (2)","Gerard","Lynch","Gerard Lynch (2) 2015",2015,"Second Circuit",0,1,0,0,0,1,0
"284","Sandra Lynch (1)","Sandra","Lynch","Sandra Lynch (1) 2000",2000,"First Circuit",0,0,0,0,0,1,-0.148148148148148
"285","Sandra Lynch (1)","Sandra","Lynch","Sandra Lynch (1) 2003",2003,"First Circuit",0,0,0,0,0,1,-0.0416666666666667
"286","Sandra Lynch (1)","Sandra","Lynch","Sandra Lynch (1) 2006",2006,"First Circuit",0,0,0,0,0,1,-4.44089209850063e-17
"287","Sandra Lynch (1)","Sandra","Lynch","Sandra Lynch (1) 2009",2009,"First Circuit",0,0,0,0,0,1,-4.44089209850063e-17
"288","Sandra Lynch (1)","Sandra","Lynch","Sandra Lynch (1) 2010",2010,"First Circuit",0,0,0,0,0,1,-0.222222222222222
"289","Sandra Lynch (1)","Sandra","Lynch","Sandra Lynch (1) 2016",2016,"First Circuit",0,0,0,0,0,1,0.133333333333333
"932","George MacKinnon (DC)","George","MacKinnon","George MacKinnon (DC) 1994",1994,"D.C. Circuit",1,1,0,0,0,1,1
"978","Frank Magill (8)","Frank","Magill","Frank Magill (8) 1993",1993,"Eighth Circuit",1,1,0,0,0,1,0.916666666666667
"989","Frank Magill (8)","Frank","Magill","Frank Magill (8) 1997",1997,"Eighth Circuit",1,1,0,0,0,1,0.666666666666667
"1003","Frank Magill (8)","Frank","Magill","Frank Magill (8) 2001",2001,"Eighth Circuit",1,1,0,0,0,1,0.333333333333333
"1016","Frank Magill (8)","Frank","Magill","Frank Magill (8) 2005",2005,"Eighth Circuit",1,1,0,0,0,1,0.1
"1468","J Mahoney (2)","J","Mahoney","J Mahoney (2) 1990",1990,"Second Circuit",1,1,0,0,0,1,0.569444444416667
"1476","J Mahoney (2)","J","Mahoney","J Mahoney (2) 1992",1992,"Second Circuit",1,1,0,0,0,1,0.5
"1549","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 1991",1991,"Seventh Circuit",1,1,0,0,0,1,0.777777777777778
"1559","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 1997",1997,"Seventh Circuit",1,1,0,0,0,1,0.416666666666667
"1570","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 2000",2000,"Seventh Circuit",1,1,0,0,0,1,0.604166666666667
"1578","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 2004",2004,"Seventh Circuit",1,1,0,0,0,1,0.603174603190476
"1586","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 2007",2007,"Seventh Circuit",1,1,0,0,0,1,0.229166666666667
"1594","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 2012",2012,"Seventh Circuit",1,1,0,0,0,1,0.333333333333333
"1602","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 2014",2014,"Seventh Circuit",1,1,0,0,0,1,0.4375
"1610","Daniel Manion (7)","Daniel","Manion","Daniel Manion (7) 2017",2017,"Seventh Circuit",1,1,0,0,0,1,0.444444444444444
"503","Carol Mansmann (3)","Carol","Mansmann","Carol Mansmann (3) 1990",1990,"Third Circuit",1,0,0,0,0,1,0
"504","Carol Mansmann (3)","Carol","Mansmann","Carol Mansmann (3) 1993",1993,"Third Circuit",1,0,0,0,0,1,0.133333333333333
"505","Carol Mansmann (3)","Carol","Mansmann","Carol Mansmann (3) 1997",1997,"Third Circuit",1,0,0,0,0,1,0.0185185185185185
"507","Carol Mansmann (3)","Carol","Mansmann","Carol Mansmann (3) 2000",2000,"Third Circuit",1,0,0,0,0,1,0.0694444444583333
"1091","Stanley Marcus (11)","Stanley","Marcus","Stanley Marcus (11) 2001",2001,"Eleventh Circuit",1,1,0,0,0,1,-0.111111111111111
"1099","Stanley Marcus (11)","Stanley","Marcus","Stanley Marcus (11) 2004",2004,"Eleventh Circuit",1,1,0,0,0,1,0
"1107","Stanley Marcus (11)","Stanley","Marcus","Stanley Marcus (11) 2007",2007,"Eleventh Circuit",1,1,0,0,0,1,0.0370370370555556
"1116","Stanley Marcus (11)","Stanley","Marcus","Stanley Marcus (11) 2012",2012,"Eleventh Circuit",1,1,0,0,0,1,0.166666666666667
"1121","Stanley Marcus (11)","Stanley","Marcus","Stanley Marcus (11) 2015",2015,"Eleventh Circuit",1,1,0,0,0,1,0.166666666666667
"1128","Stanley Marcus (11)","Stanley","Marcus","Stanley Marcus (11) 2017",2017,"Eleventh Circuit",1,1,0,0,0,1,-0.158730158714286
"255","Beverly Martin (11)","Beverly","Martin","Beverly Martin (11) 2012",2012,"Eleventh Circuit",0,0,0,0,0,1,0.0833333333333333
"260","Beverly Martin (11)","Beverly","Martin","Beverly Martin (11) 2015",2015,"Eleventh Circuit",0,0,0,0,0,1,-0.277777777766667
"264","Beverly Martin (11)","Beverly","Martin","Beverly Martin (11) 2017",2017,"Eleventh Circuit",0,0,0,0,0,1,-0.0952380952380952
"856","Boyce Martin, Jr. (6)","Boyce","Martin, Jr.","Boyce Martin, Jr. (6) 1995",1995,"Sixth Circuit",0,1,0,0,0,1,-0.133333333333333
"859","Boyce Martin, Jr. (6)","Boyce","Martin, Jr.","Boyce Martin, Jr. (6) 1999",1999,"Sixth Circuit",0,1,0,0,0,1,-0.208333333333333
"862","Boyce Martin, Jr. (6)","Boyce","Martin, Jr.","Boyce Martin, Jr. (6) 2002",2002,"Sixth Circuit",0,1,0,0,0,1,-0.2
"866","Boyce Martin, Jr. (6)","Boyce","Martin, Jr.","Boyce Martin, Jr. (6) 2006",2006,"Sixth Circuit",0,1,0,0,0,1,-0.666666666666667
