"","first_last_court","first.name","last.name","first_last_court_eval.year","eval.year","court","pap","gender","asian","black","hispanic","white","judjis_score"
"360","Martha Daughtrey (6)","Martha","Daughtrey","Martha Daughtrey (6) 2017",2017,"Sixth Circuit",0,0,0,0,0,1,-0.0158730158571429
"80","Andre Davis (4)","Andre","Davis","Andre Davis (4) 2013",2013,"Fourth Circuit",0,1,0,1,0,0,-0.0666666666666667
"82","Andre Davis (4)","Andre","Davis","Andre Davis (4) 2016",2016,"Fourth Circuit",0,1,0,1,0,0,-0.198412698428571
"1187","W Davis (5)","W","Davis","W Davis (5) 1990",1990,"Fifth Circuit",1,1,0,0,0,1,0.666666666666667
"1194","W Davis (5)","W","Davis","W Davis (5) 1992",1992,"Fifth Circuit",1,1,0,0,0,1,0.416666666666667
"1204","W Davis (5)","W","Davis","W Davis (5) 1995",1995,"Fifth Circuit",1,1,0,0,0,1,0.6
"1215","W Davis (5)","W","Davis","W Davis (5) 2000",2000,"Fifth Circuit",1,1,0,0,0,1,0.3
"1224","W Davis (5)","W","Davis","W Davis (5) 2004",2004,"Fifth Circuit",1,1,0,0,0,1,0.416666666666667
"1232","W Davis (5)","W","Davis","W Davis (5) 2007",2007,"Fifth Circuit",1,1,0,0,0,1,0.488888888904762
"1241","W Davis (5)","W","Davis","W Davis (5) 2012",2012,"Fifth Circuit",1,1,0,0,0,1,0.212121212121212
"1249","W Davis (5)","W","Davis","W Davis (5) 2014",2014,"Fifth Circuit",1,1,0,0,0,1,0.305555555555556
"1256","W Davis (5)","W","Davis","W Davis (5) 2017",2017,"Fifth Circuit",1,1,0,0,0,1,0.301587301571429
"1197","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 1995",1995,"Fifth Circuit",1,1,0,0,0,1,0.111111111111111
"1206","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 1998",1998,"Fifth Circuit",1,1,0,0,0,1,0.5
"1209","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 2000",2000,"Fifth Circuit",1,1,0,0,0,1,0.466666666666667
"1218","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 2004",2004,"Fifth Circuit",1,1,0,0,0,1,0.571428571428571
"1227","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 2007",2007,"Fifth Circuit",1,1,0,0,0,1,0.206349206333333
"1235","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 2012",2012,"Fifth Circuit",1,1,0,0,0,1,0.3777777778
"1243","Harold DeMoss, Jr. (5)","Harold","DeMoss, Jr.","Harold DeMoss, Jr. (5) 2014",2014,"Fifth Circuit",1,1,0,0,0,1,0.1875
"640","James Dennis (5)","James","Dennis","James Dennis (5) 2000",2000,"Fifth Circuit",0,1,0,0,0,1,-0.208333333333333
"643","James Dennis (5)","James","Dennis","James Dennis (5) 2004",2004,"Fifth Circuit",0,1,0,0,0,1,-0.666666666666667
"645","James Dennis (5)","James","Dennis","James Dennis (5) 2007",2007,"Fifth Circuit",0,1,0,0,0,1,-0.422619047625
"647","James Dennis (5)","James","Dennis","James Dennis (5) 2012",2012,"Fifth Circuit",0,1,0,0,0,1,-0.380952380952381
"649","James Dennis (5)","James","Dennis","James Dennis (5) 2014",2014,"Fifth Circuit",0,1,0,0,0,1,-0.25
"653","James Dennis (5)","James","Dennis","James Dennis (5) 2017",2017,"Fifth Circuit",0,1,0,0,0,1,-0.729166666666667
"168","Albert Diaz (4)","Albert","Diaz","Albert Diaz (4) 2016",2016,"Fourth Circuit",0,1,0,0,1,0,-0.107142857142857
"35","Bernice Donald (6)","Bernice","Donald","Bernice Donald (6) 2013",2013,"Sixth Circuit",0,0,0,1,0,0,0.111111111111111
"36","Bernice Donald (6)","Bernice","Donald","Bernice Donald (6) 2017",2017,"Sixth Circuit",0,0,0,1,0,0,-0.0555555555555556
"812","Christopher Droney (2)","Christopher","Droney","Christopher Droney (2) 2012",2012,"Second Circuit",0,1,0,0,0,1,0.2
"819","Christopher Droney (2)","Christopher","Droney","Christopher Droney (2) 2015",2015,"Second Circuit",0,1,0,0,0,1,0.111111111111111
"1070","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 1993",1993,"Eleventh Circuit",1,1,0,0,0,1,0
"1079","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 1998",1998,"Eleventh Circuit",1,1,0,0,0,1,0.416666666666667
"1088","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 2001",2001,"Eleventh Circuit",1,1,0,0,0,1,0.666666666666667
"1096","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 2004",2004,"Eleventh Circuit",1,1,0,0,0,1,0.633333333333333
"1104","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 2007",2007,"Eleventh Circuit",1,1,0,0,0,1,0.540740740722222
"1114","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 2012",2012,"Eleventh Circuit",1,1,0,0,0,1,0.383333333333333
"1119","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 2015",2015,"Eleventh Circuit",1,1,0,0,0,1,0.357142857142857
"1126","Joel Dubina (11)","Joel","Dubina","Joel Dubina (11) 2017",2017,"Eleventh Circuit",1,1,0,0,0,1,0.354166666666667
"1200","John Duhe, Jr. (5)","John","Duhe, Jr.","John Duhe, Jr. (5) 1995",1995,"Fifth Circuit",1,1,0,0,0,1,0.2
"1212","John Duhe, Jr. (5)","John","Duhe, Jr.","John Duhe, Jr. (5) 2000",2000,"Fifth Circuit",1,1,0,0,0,1,0.283333333333333
"1221","John Duhe, Jr. (5)","John","Duhe, Jr.","John Duhe, Jr. (5) 2004",2004,"Fifth Circuit",1,1,0,0,0,1,0.277777777777778
"39","Allyson Duncan (4)","Allyson","Duncan","Allyson Duncan (4) 2009",2009,"Fourth Circuit",1,0,0,1,0,0,0.791666666666667
"40","Allyson Duncan (4)","Allyson","Duncan","Allyson Duncan (4) 2013",2013,"Fourth Circuit",1,0,0,1,0,0,0.238095238095238
"41","Allyson Duncan (4)","Allyson","Duncan","Allyson Duncan (4) 2016",2016,"Fourth Circuit",1,0,0,1,0,0,0.0370370370555556
"600","Timothy Dyk (Fed)","Timothy","Dyk","Timothy Dyk (Fed) 2003",2003,"Federal Circuit",0,1,0,0,0,1,0.111111111111111
"608","Timothy Dyk (Fed)","Timothy","Dyk","Timothy Dyk (Fed) 2011",2011,"Federal Circuit",0,1,0,0,0,1,0.0416666666666667
"612","Timothy Dyk (Fed)","Timothy","Dyk","Timothy Dyk (Fed) 2014",2014,"Federal Circuit",0,1,0,0,0,1,0.0476190476190476
"616","Timothy Dyk (Fed)","Timothy","Dyk","Timothy Dyk (Fed) 2017",2017,"Federal Circuit",0,1,0,0,0,1,0
"1550","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 1991",1991,"Seventh Circuit",1,1,0,0,0,1,0.666666666666667
"1560","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 1997",1997,"Seventh Circuit",1,1,0,0,0,1,0.75
"1571","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 2000",2000,"Seventh Circuit",1,1,0,0,0,1,0.694444444444444
"1579","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 2004",2004,"Seventh Circuit",1,1,0,0,0,1,0.270833333333333
"1587","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 2007",2007,"Seventh Circuit",1,1,0,0,0,1,0.583333333333333
"1595","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 2012",2012,"Seventh Circuit",1,1,0,0,0,1,0.166666666666667
"1603","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 2014",2014,"Seventh Circuit",1,1,0,0,0,1,0.285714285714286
"1611","Frank Easterbrook (7)","Frank","Easterbrook","Frank Easterbrook (7) 2017",2017,"Seventh Circuit",1,1,0,0,0,1,0.666666666666667
"1705","David Ebel (10)","David","Ebel","David Ebel (10) 1992",1992,"Tenth Circuit",1,1,0,0,0,1,0.0952380952380952
"1712","David Ebel (10)","David","Ebel","David Ebel (10) 1998",1998,"Tenth Circuit",1,1,0,0,0,1,0
"1720","David Ebel (10)","David","Ebel","David Ebel (10) 2001",2001,"Tenth Circuit",1,1,0,0,0,1,0.142857142857143
"1728","David Ebel (10)","David","Ebel","David Ebel (10) 2004",2004,"Tenth Circuit",1,1,0,0,0,1,0.142857142857143
"1731","David Ebel (10)","David","Ebel","David Ebel (10) 2005",2005,"Tenth Circuit",1,1,0,0,0,1,0.366666666666667
"1740","David Ebel (10)","David","Ebel","David Ebel (10) 2009",2009,"Tenth Circuit",1,1,0,0,0,1,0.0555555555555556
"1749","David Ebel (10)","David","Ebel","David Ebel (10) 2013",2013,"Tenth Circuit",1,1,0,0,0,1,-0.0208333333333333
"1756","David Ebel (10)","David","Ebel","David Ebel (10) 2015",2015,"Tenth Circuit",1,1,0,0,0,1,0.138888888875
"1061","J Edmondson (11)","J","Edmondson","J Edmondson (11) 1990",1990,"Eleventh Circuit",1,1,0,0,0,1,0.5
"1068","J Edmondson (11)","J","Edmondson","J Edmondson (11) 1993",1993,"Eleventh Circuit",1,1,0,0,0,1,0.233333333333333
"1077","J Edmondson (11)","J","Edmondson","J Edmondson (11) 1998",1998,"Eleventh Circuit",1,1,0,0,0,1,0.592592592592593
"1086","J Edmondson (11)","J","Edmondson","J Edmondson (11) 2001",2001,"Eleventh Circuit",1,1,0,0,0,1,0.5
"1095","J Edmondson (11)","J","Edmondson","J Edmondson (11) 2004",2004,"Eleventh Circuit",1,1,0,0,0,1,0.619047619047619
"1112","J Edmondson (11)","J","Edmondson","J Edmondson (11) 2012",2012,"Eleventh Circuit",1,1,0,0,0,1,0.476190476190476
"1118","J Edmondson (11)","J","Edmondson","J Edmondson (11) 2015",2015,"Eleventh Circuit",1,1,0,0,0,1,0.583333333333333
"1125","J Edmondson (11)","J","Edmondson","J Edmondson (11) 2017",2017,"Eleventh Circuit",1,1,0,0,0,1,0.413888888875
"48","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 1994",1994,"D.C. Circuit",0,1,0,1,0,0,-0.648148148166667
"49","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 1998",1998,"D.C. Circuit",0,1,0,1,0,0,-0.333333333333333
"50","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 2001",2001,"D.C. Circuit",0,1,0,1,0,0,-0.604166666666667
"51","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 2004",2004,"D.C. Circuit",0,1,0,1,0,0,-0.583333333333333
"52","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 2005",2005,"D.C. Circuit",0,1,0,1,0,0,-0.6
"53","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 2009",2009,"D.C. Circuit",0,1,0,1,0,0,-0.0888888888888889
"54","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 2013",2013,"D.C. Circuit",0,1,0,1,0,0,-0.416666666666667
"55","Harry Edwards (DC)","Harry","Edwards","Harry Edwards (DC) 2016",2016,"D.C. Circuit",0,1,0,1,0,0,-0.222222222222222
"853","George Edwards, Jr. (6)","George","Edwards, Jr.","George Edwards, Jr. (6) 1990",1990,"Sixth Circuit",0,1,0,0,0,1,-0.8
"427","Jennifer Elrod (5)","Jennifer","Elrod","Jennifer Elrod (5) 2012",2012,"Fifth Circuit",1,0,0,0,0,1,0.125
"432","Jennifer Elrod (5)","Jennifer","Elrod","Jennifer Elrod (5) 2014",2014,"Fifth Circuit",1,0,0,0,0,1,0.455555555566667
"437","Jennifer Elrod (5)","Jennifer","Elrod","Jennifer Elrod (5) 2017",2017,"Fifth Circuit",1,0,0,0,0,1,0.1
"1618","Albert Engel (6)","Albert","Engel","Albert Engel (6) 1990",1990,"Sixth Circuit",1,1,0,0,0,1,0.333333333333333
"1628","Albert Engel (6)","Albert","Engel","Albert Engel (6) 1993",1993,"Sixth Circuit",1,1,0,0,0,1,0.291666666666667
"1632","Albert Engel (6)","Albert","Engel","Albert Engel (6) 1995",1995,"Sixth Circuit",1,1,0,0,0,1,0.291666666666667
"1646","Albert Engel (6)","Albert","Engel","Albert Engel (6) 1999",1999,"Sixth Circuit",1,1,0,0,0,1,0.0740740740740741
"679","Sam Ervin, III (4)","Sam","Ervin, III","Sam Ervin, III (4) 1990",1990,"Fourth Circuit",0,1,0,0,0,1,-0.333333333333333
"685","Sam Ervin, III (4)","Sam","Ervin, III","Sam Ervin, III (4) 1993",1993,"Fourth Circuit",0,1,0,0,0,1,0
"690","Sam Ervin, III (4)","Sam","Ervin, III","Sam Ervin, III (4) 1999",1999,"Fourth Circuit",0,1,0,0,0,1,-0.172839506185185
"825","Jesse Eschbach (7)","Jesse","Eschbach","Jesse Eschbach (7) 1990",1990,"Seventh Circuit",0,1,0,0,0,1,-0.333333333333333
"838","Jesse Eschbach (7)","Jesse","Eschbach","Jesse Eschbach (7) 2000",2000,"Seventh Circuit",0,1,0,0,0,1,-0.333333333333333
"833","Terence Evans (7)","Terence","Evans","Terence Evans (7) 1997",1997,"Seventh Circuit",0,1,0,0,0,1,0.222222222222222
"836","Terence Evans (7)","Terence","Evans","Terence Evans (7) 1998",1998,"Seventh Circuit",0,1,0,0,0,1,0.222222222222222
"840","Terence Evans (7)","Terence","Evans","Terence Evans (7) 2000",2000,"Seventh Circuit",0,1,0,0,0,1,0
"843","Terence Evans (7)","Terence","Evans","Terence Evans (7) 2004",2004,"Seventh Circuit",0,1,0,0,0,1,-0.250000000027778
"845","Terence Evans (7)","Terence","Evans","Terence Evans (7) 2007",2007,"Seventh Circuit",0,1,0,0,0,1,0
"968","George Fagg (8)","George","Fagg","George Fagg (8) 1990",1990,"Eighth Circuit",1,1,0,0,0,1,0.666666666666667
"973","George Fagg (8)","George","Fagg","George Fagg (8) 1992",1992,"Eighth Circuit",1,1,0,0,0,1,0.666666666666667
"979","George Fagg (8)","George","Fagg","George Fagg (8) 1993",1993,"Eighth Circuit",1,1,0,0,0,1,0.666666666666667
"990","George Fagg (8)","George","Fagg","George Fagg (8) 1997",1997,"Eighth Circuit",1,1,0,0,0,1,0.685185185222222
"1004","George Fagg (8)","George","Fagg","George Fagg (8) 2001",2001,"Eighth Circuit",1,1,0,0,0,1,0.696969696969697
"1011","George Fagg (8)","George","Fagg","George Fagg (8) 2004",2004,"Eighth Circuit",1,1,0,0,0,1,0.696969696969697
"1017","George Fagg (8)","George","Fagg","George Fagg (8) 2005",2005,"Eighth Circuit",1,1,0,0,0,1,0.555555555533333
"827","Thomas Fairchild (7)","Thomas","Fairchild","Thomas Fairchild (7) 1990",1990,"Seventh Circuit",0,1,0,0,0,1,-0.333333333333333
"830","Thomas Fairchild (7)","Thomas","Fairchild","Thomas Fairchild (7) 1991",1991,"Seventh Circuit",0,1,0,0,0,1,-0.5
"834","Thomas Fairchild (7)","Thomas","Fairchild","Thomas Fairchild (7) 1997",1997,"Seventh Circuit",0,1,0,0,0,1,-0.194444444416667
"841","Thomas Fairchild (7)","Thomas","Fairchild","Thomas Fairchild (7) 2000",2000,"Seventh Circuit",0,1,0,0,0,1,-0.148148148111111
"85","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 1994",1994,"Ninth Circuit",0,1,0,1,0,0,0.333333333333333
"86","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 1998",1998,"Ninth Circuit",0,1,0,1,0,0,0.0432098765555556
"87","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 2001",2001,"Ninth Circuit",0,1,0,1,0,0,-0.148148148166667
"88","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 2005",2005,"Ninth Circuit",0,1,0,1,0,0,0
"89","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 2009",2009,"Ninth Circuit",0,1,0,1,0,0,-0.184027777791667
"90","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 2014",2014,"Ninth Circuit",0,1,0,1,0,0,-0.0333333333333333
"91","Jerome Farris (9)","Jerome","Farris","Jerome Farris (9) 2018",2018,"Ninth Circuit",0,1,0,1,0,0,0.194444444444444
"1064","Peter Fay (11)","Peter","Fay","Peter Fay (11) 1990",1990,"Eleventh Circuit",1,1,0,0,0,1,0.541666666666667
"1072","Peter Fay (11)","Peter","Fay","Peter Fay (11) 1993",1993,"Eleventh Circuit",1,1,0,0,0,1,0
"1081","Peter Fay (11)","Peter","Fay","Peter Fay (11) 1998",1998,"Eleventh Circuit",1,1,0,0,0,1,-0.0833333333333333
"1090","Peter Fay (11)","Peter","Fay","Peter Fay (11) 2001",2001,"Eleventh Circuit",1,1,0,0,0,1,0.388888888888889
"1105","Peter Fay (11)","Peter","Fay","Peter Fay (11) 2007",2007,"Eleventh Circuit",1,1,0,0,0,1,0.0714285714285714
"1115","Peter Fay (11)","Peter","Fay","Peter Fay (11) 2012",2012,"Eleventh Circuit",1,1,0,0,0,1,0.0370370370555556
"1120","Peter Fay (11)","Peter","Fay","Peter Fay (11) 2015",2015,"Eleventh Circuit",1,1,0,0,0,1,0.154761904761905
"1127","Peter Fay (11)","Peter","Fay","Peter Fay (11) 2017",2017,"Eleventh Circuit",1,1,0,0,0,1,0.0476190476190476
"792","Wilfred Feinberg (2)","Wilfred","Feinberg","Wilfred Feinberg (2) 1992",1992,"Second Circuit",0,1,0,0,0,1,0
"795","Wilfred Feinberg (2)","Wilfred","Feinberg","Wilfred Feinberg (2) 1996",1996,"Second Circuit",0,1,0,0,0,1,-0.166666666666667
"798","Wilfred Feinberg (2)","Wilfred","Feinberg","Wilfred Feinberg (2) 2000",2000,"Second Circuit",0,1,0,0,0,1,-0.253968253952381
"804","Wilfred Feinberg (2)","Wilfred","Feinberg","Wilfred Feinberg (2) 2004",2004,"Second Circuit",0,1,0,0,0,1,-0.272727272727273
"810","Wilfred Feinberg (2)","Wilfred","Feinberg","Wilfred Feinberg (2) 2007",2007,"Second Circuit",0,1,0,0,0,1,0
"712","Warren Ferguson (9)","Warren","Ferguson","Warren Ferguson (9) 1994",1994,"Ninth Circuit",0,1,0,0,0,1,-0.944444444444444
"721","Warren Ferguson (9)","Warren","Ferguson","Warren Ferguson (9) 1998",1998,"Ninth Circuit",0,1,0,0,0,1,-0.1875
"732","Warren Ferguson (9)","Warren","Ferguson","Warren Ferguson (9) 2001",2001,"Ninth Circuit",0,1,0,0,0,1,-0.194444444444444
"751","Warren Ferguson (9)","Warren","Ferguson","Warren Ferguson (9) 2005",2005,"Ninth Circuit",0,1,0,0,0,1,-0.208333333333333
"217","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 1994",1994,"Ninth Circuit",1,1,0,0,1,0,0
"218","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 1998",1998,"Ninth Circuit",1,1,0,0,1,0,0.151515151515152
"219","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 2001",2001,"Ninth Circuit",1,1,0,0,1,0,-0.0444444444444444
"220","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 2005",2005,"Ninth Circuit",1,1,0,0,1,0,0.666666666666667
"222","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 2009",2009,"Ninth Circuit",1,1,0,0,1,0,0.341269841285714
"224","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 2014",2014,"Ninth Circuit",1,1,0,0,1,0,0.25
"226","Ferdinand Fernandez (9)","Ferdinand","Fernandez","Ferdinand Fernandez (9) 2018",2018,"Ninth Circuit",1,1,0,0,1,0,0.166666666666667
"1818","D Fisher (3)","D","Fisher","D Fisher (3) 2006",2006,"Third Circuit",1,1,0,0,0,1,0.709876543222222
"1829","D Fisher (3)","D","Fisher","D Fisher (3) 2010",2010,"Third Circuit",1,1,0,0,0,1,0.483333333333333
"1839","D Fisher (3)","D","Fisher","D Fisher (3) 2013",2013,"Third Circuit",1,1,0,0,0,1,0.261904761904762
"1848","D Fisher (3)","D","Fisher","D Fisher (3) 2016",2016,"Third Circuit",1,1,0,0,0,1,0.111111111133333
"728","Raymond Fisher (9)","Raymond","Fisher","Raymond Fisher (9) 2001",2001,"Ninth Circuit",0,1,0,0,0,1,-0.111111111111111
"738","Raymond Fisher (9)","Raymond","Fisher","Raymond Fisher (9) 2004",2004,"Ninth Circuit",0,1,0,0,0,1,-0.0416666666666667
"745","Raymond Fisher (9)","Raymond","Fisher","Raymond Fisher (9) 2005",2005,"Ninth Circuit",0,1,0,0,0,1,0
"759","Raymond Fisher (9)","Raymond","Fisher","Raymond Fisher (9) 2009",2009,"Ninth Circuit",0,1,0,0,0,1,0.0238095238095238
"770","Raymond Fisher (9)","Raymond","Fisher","Raymond Fisher (9) 2014",2014,"Ninth Circuit",0,1,0,0,0,1,-0.049382716037037
"783","Raymond Fisher (9)","Raymond","Fisher","Raymond Fisher (9) 2018",2018,"Ninth Circuit",0,1,0,0,0,1,-0.2
"1544","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 1990",1990,"Seventh Circuit",1,1,0,0,0,1,0.404761904761905
"1552","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 1991",1991,"Seventh Circuit",1,1,0,0,0,1,-0.166666666666667
"1562","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 1997",1997,"Seventh Circuit",1,1,0,0,0,1,0.222222222222222
"1568","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 1998",1998,"Seventh Circuit",1,1,0,0,0,1,0
"1573","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 2000",2000,"Seventh Circuit",1,1,0,0,0,1,0.541666666666667
"1580","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 2004",2004,"Seventh Circuit",1,1,0,0,0,1,0.361111111111111
"1588","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 2007",2007,"Seventh Circuit",1,1,0,0,0,1,0.037037037037037
"1596","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 2012",2012,"Seventh Circuit",1,1,0,0,0,1,0.1
"1604","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 2014",2014,"Seventh Circuit",1,1,0,0,0,1,0.0208333333333333
"1612","Joel Flaum (7)","Joel","Flaum","Joel Flaum (7) 2017",2017,"Seventh Circuit",1,1,0,0,0,1,-0.0714285714285714
"297","Betty Fletcher (9)","Betty","Fletcher","Betty Fletcher (9) 1990",1990,"Ninth Circuit",0,0,0,0,0,1,-0.666666666666667
"300","Betty Fletcher (9)","Betty","Fletcher","Betty Fletcher (9) 1994",1994,"Ninth Circuit",0,0,0,0,0,1,-0.533333333333333
"303","Betty Fletcher (9)","Betty","Fletcher","Betty Fletcher (9) 1998",1998,"Ninth Circuit",0,0,0,0,0,1,-0.527777777777778
"306","Betty Fletcher (9)","Betty","Fletcher","Betty Fletcher (9) 2001",2001,"Ninth Circuit",0,0,0,0,0,1,-0.802083333333333
"312","Betty Fletcher (9)","Betty","Fletcher","Betty Fletcher (9) 2005",2005,"Ninth Circuit",0,0,0,0,0,1,-0.64197530862963
"318","Betty Fletcher (9)","Betty","Fletcher","Betty Fletcher (9) 2009",2009,"Ninth Circuit",0,0,0,0,0,1,-0.111111111111111
"734","William Fletcher (9)","William","Fletcher","William Fletcher (9) 2001",2001,"Ninth Circuit",0,1,0,0,0,1,-0.404761904761905
"753","William Fletcher (9)","William","Fletcher","William Fletcher (9) 2005",2005,"Ninth Circuit",0,1,0,0,0,1,-0.697916666666667
"765","William Fletcher (9)","William","Fletcher","William Fletcher (9) 2009",2009,"Ninth Circuit",0,1,0,0,0,1,0.138888888888889
"776","William Fletcher (9)","William","Fletcher","William Fletcher (9) 2014",2014,"Ninth Circuit",0,1,0,0,0,1,-0.242063492047619
"789","William Fletcher (9)","William","Fletcher","William Fletcher (9) 2018",2018,"Ninth Circuit",0,1,0,0,0,1,-0.585858585848485
"1353","Henry Floyd (4)","Henry","Floyd","Henry Floyd (4) 2016",2016,"Fourth Circuit",1,1,0,0,0,1,0
"333","Michelle Friedland (9)","Michelle","Friedland","Michelle Friedland (9) 2018",2018,"Ninth Circuit",0,0,0,0,0,1,-0.666666666666667
"590","Daniel Friedman (Fed)","Daniel","Friedman","Daniel Friedman (Fed) 1990",1990,"Federal Circuit",0,1,0,0,0,1,0.222222222222222
"593","Daniel Friedman (Fed)","Daniel","Friedman","Daniel Friedman (Fed) 1992",1992,"Federal Circuit",0,1,0,0,0,1,0.666666666666667
"598","Daniel Friedman (Fed)","Daniel","Friedman","Daniel Friedman (Fed) 2003",2003,"Federal Circuit",0,1,0,0,0,1,0
"603","Daniel Friedman (Fed)","Daniel","Friedman","Daniel Friedman (Fed) 2006",2006,"Federal Circuit",0,1,0,0,0,1,0.166666666666667
"606","Daniel Friedman (Fed)","Daniel","Friedman","Daniel Friedman (Fed) 2011",2011,"Federal Circuit",0,1,0,0,0,1,0
"193","Julio Fuentes (3)","Julio","Fuentes","Julio Fuentes (3) 2004",2004,"Third Circuit",0,1,0,0,1,0,-0.111111111083333
"194","Julio Fuentes (3)","Julio","Fuentes","Julio Fuentes (3) 2006",2006,"Third Circuit",0,1,0,0,1,0,-0.150793650809524
"195","Julio Fuentes (3)","Julio","Fuentes","Julio Fuentes (3) 2010",2010,"Third Circuit",0,1,0,0,1,0,0
"196","Julio Fuentes (3)","Julio","Fuentes","Julio Fuentes (3) 2013",2013,"Third Circuit",0,1,0,0,1,0,0.19047619047619
"197","Julio Fuentes (3)","Julio","Fuentes","Julio Fuentes (3) 2016",2016,"Third Circuit",0,1,0,0,1,0,0
"595","Arthur Gajarsa (Fed)","Arthur","Gajarsa","Arthur Gajarsa (Fed) 1999",1999,"Federal Circuit",0,1,0,0,0,1,0
"597","Arthur Gajarsa (Fed)","Arthur","Gajarsa","Arthur Gajarsa (Fed) 2003",2003,"Federal Circuit",0,1,0,0,0,1,0
"602","Arthur Gajarsa (Fed)","Arthur","Gajarsa","Arthur Gajarsa (Fed) 2006",2006,"Federal Circuit",0,1,0,0,0,1,0.111111111111111
"605","Arthur Gajarsa (Fed)","Arthur","Gajarsa","Arthur Gajarsa (Fed) 2011",2011,"Federal Circuit",0,1,0,0,0,1,0
"523","Merrick Garland (DC)","Merrick","Garland","Merrick Garland (DC) 2001",2001,"D.C. Circuit",0,1,0,0,0,1,-0.375
"525","Merrick Garland (DC)","Merrick","Garland","Merrick Garland (DC) 2004",2004,"D.C. Circuit",0,1,0,0,0,1,-0.375
"527","Merrick Garland (DC)","Merrick","Garland","Merrick Garland (DC) 2005",2005,"D.C. Circuit",0,1,0,0,0,1,-0.466666666666667
"529","Merrick Garland (DC)","Merrick","Garland","Merrick Garland (DC) 2009",2009,"D.C. Circuit",0,1,0,0,0,1,-0.0901234567777778
"531","Merrick Garland (DC)","Merrick","Garland","Merrick Garland (DC) 2013",2013,"D.C. Circuit",0,1,0,0,0,1,0
"533","Merrick Garland (DC)","Merrick","Garland","Merrick Garland (DC) 2016",2016,"D.C. Circuit",0,1,0,0,0,1,-0.0714285714285714
"1767","Leonard Garth (3)","Leonard","Garth","Leonard Garth (3) 1990",1990,"Third Circuit",1,1,0,0,0,1,0.333333333333333
"1775","Leonard Garth (3)","Leonard","Garth","Leonard Garth (3) 1993",1993,"Third Circuit",1,1,0,0,0,1,0.176767676757576
